,Shipment_ID,Week,Warehouse_ID,Store_ID,Carrier,Product_Category,Weight_kg,Delivery_Time_hrs,Fuel_Price_EUR_per_litre,Temperature_C,Promo_Flag,On_Time_Flag,Weekly_Sales_EUR,Notes,Dispatch_Time,Planned_Arrival_Time,Actual_Arrival_Time
454,SH00454,2024-04-21,C,S07,C4,Frozen,12.16,34.7,1.92,2.7,0,0,54403.46,No issue,,,
455,SH00455,2024-01-28,C,S04,C2,Frozen,12.81,27.5,1.68,4.2,0,0,35273.16,No issue,,,
456,SH00456,2024-05-05,B,S08,C2,Electronics,15.0,34.9,1.55,5.8,0,1,48218.0,Damaged carton,,,
457,SH00457,2024-04-28,D,S06,C1,Clothing,21.9,26.4,1.79,2.1,0,0,50034.7,Partial delivery,,,
458,SH00458,2024-02-18,A,S12,C1,Clothing,8.2,32.6,1.72,6.0,0,0,19915.17,Damaged carton,,,
459,SH00459,2024-02-04,B,S10,C1,Electronics,19.56,29.1,1.75,-0.4,0,0,49052.31,Partial delivery,,,
460,SH00460,2024-03-24,A,S04,C2,Grocery,19.75,36.6,1.67,6.0,0,0,62847.89,No issue,,,
461,SH00461,2024-04-28,A,S05,C1,Electronics,19.71,27.7,1.61,3.0,0,0,49935.58,Partial delivery,,,
462,SH00462,2024-03-31,B,S09,C4,Clothing,10.16,22.2,1.82,4.1,0,0,55816.1,No issue,,,
463,SH00463,2024-01-21,A,S07,C3,Clothing,4.84,37.2,1.73,6.3,0,0,59267.7,No issue,,,
464,SH00464,2024-03-03,D,S10,C2,Grocery,18.36,24.3,1.56,5.9,0,0,46860.97,No issue,,,
465,SH00465,2024-04-28,A,S09,C3,Frozen,16.13,24.7,1.77,5.0,0,0,62961.32,No issue,,,
466,SH00466,2024-04-28,D,S07,C1,Grocery,21.03,23.6,1.75,6.9,0,0,73862.26,No issue,,,
467,SH00467,2024-05-19,D,S12,C2,Electronics,10.8,33.7,1.67,1.6,1,0,29142.12,Damaged carton,,,
468,SH00468,2024-04-21,D,S01,C3,Clothing,19.56,21.7,1.86,5.4,0,0,46827.25,Partial delivery,,,
469,SH00469,2024-03-31,C,S12,C2,Clothing,21.33,28.1,1.64,3.4,0,0,86944.26,No issue,,,
470,SH00470,2024-05-12,A,S08,C2,Electronics,14.43,26.7,1.68,6.8,0,0,54558.48,Partial delivery,,,
471,SH00471,2024-04-28,B,S04,C4,Grocery,17.5,33.2,1.78,6.4,0,0,51477.22,No issue,,,
472,SH00472,2024-01-28,B,S03,C4,Grocery,17.29,25.2,1.71,6.4,1,0,48129.36,No issue,,,
473,SH00473,2024-03-24,A,S07,C3,Electronics,10.07,30.1,1.56,8.3,0,0,71116.53,No issue,,,
474,SH00474,2024-03-03,C,S12,C3,Electronics,18.19,22.1,1.72,7.3,0,0,37915.1,No issue,,,
475,SH00475,2024-05-12,C,S03,C3,Grocery,24.73,39.4,1.66,4.7,0,0,65892.62,Driver delay,,,
476,SH00476,2024-03-24,D,S08,C1,Clothing,15.13,26.8,1.79,5.0,0,0,47848.73,No issue,,,
477,SH00477,2024-03-03,A,S06,C2,Electronics,14.86,28.0,1.72,6.2,0,0,40752.36,Damaged carton,,,
478,SH00478,2024-02-18,A,S05,C1,Clothing,10.88,36.3,1.71,5.3,0,0,48533.46,Damaged carton,,,
479,SH00479,2024-04-07,B,S04,C2,Clothing,4.32,27.7,1.6,6.4,0,0,51304.29,No issue,,,
480,SH00480,2024-05-19,A,S08,C2,Grocery,22.74,36.3,1.68,0.5,0,0,44533.85,Partial delivery,,,
481,SH00481,2024-05-12,C,S08,C1,Grocery,19.58,25.9,1.8,8.8,0,0,68691.59,No issue,,,
482,SH00482,2024-04-14,A,S12,C4,Clothing,11.99,31.4,1.62,4.9,0,0,40868.74,Partial delivery,,,
483,SH00483,2024-04-21,B,S01,C4,Electronics,6.49,25.1,1.6949999999999998,4.9,0,0,54101.12,No issue,,,
484,SH00484,2024-02-04,D,S09,C3,Clothing,10.0,21.2,1.61,3.2,0,0,60061.49,No issue,,,
485,SH00485,2024-01-21,B,S05,C2,Clothing,11.17,30.1,1.58,0.7,0,0,53945.85,Driver delay,,,
486,SH00486,2024-03-24,B,S04,C4,Clothing,15.66,31.2,1.69,2.8,0,0,63583.45,No issue,,,
487,SH00487,2024-05-19,D-X,S06 ,C1,Frozen,15.45,21.4,1.72,4.7,0,0,45496.54,No issue,,,
488,SH00488,2024-01-28,B,S06,C3,Electronics,23.05,26.5,1.6949999999999998,8.0,0,0,61339.41,No issue,,,
489,SH00489,2024-04-21,B,S02,C1,Electronics,10.84,34.0,1.65,4.9,0,0,61783.42,No issue,,,
490,SH00490,2024-02-18,A,S08,C3,Electronics,14.86,40.1,1.69,5.5,0,0,66521.8,No issue,,,
491,SH00491,2024-03-31,A,S07,C1,Grocery,8.06,26.0,1.57,2.7,1,1,23715.13,No issue,,,
492,SH00492,2024-03-10,D,S01,C4,Electronics,14.86,40.1,1.76,3.4,0,0,59635.69,Damaged carton,,,
493,SH00493,2024-02-18,A,S05,C4,Grocery,10.63,37.7,1.74,3.5,0,0,65519.05,No issue,,,
494,SH00494,2024-04-07,A,S12,C1,Frozen,13.25,20.8,1.85,3.6,0,0,45828.12,Partial delivery,,,
495,SH00495,2024-02-04,B,S06,C2,Electronics,12.28,27.7,1.81,4.3,1,0,43782.68,No issue,,,
496,SH00496,2024-01-21,C,S04,C4,Electronics,20.94,20.7,1.74,4.9,0,0,41479.34,Damaged carton,,,
497,SH00497,2024-03-17,A,S02,C2,Grocery,11.48,34.6,1.65,4.3,1,1,36519.92,No issue,,,
498,SH00498,2024-03-17,C,S04,C4,Grocery,12.74,28.0,1.72,3.7,1,0,61986.4,No issue,INVALID_DATE,INVALID_DATE,INVALID_DATE
499,SH00499,2024-05-05,A,S01,C3,Grocery,19.3,28.9,1.69,5.3,0,0,86228.54,No issue,,,
500,SH00500,2024-04-14,A,S07,C2,Electronics,11.61,40.1,1.8,4.9,1,0,43659.7,Partial delivery,,,
501,SH00501,2024-03-24,D,S02,C1,Grocery,17.54,25.0,1.78,1.8,0,1,45001.77,Damaged carton,,,
502,SH00502,2024-03-03,D,S02,C1,Electronics,16.99,36.7,1.67,5.1,1,0,52230.95,No issue,,,
503,SH00503,2024-03-10,D,S09,C3,Frozen,15.85,26.0,1.55,4.8,0,0,27970.37,Damaged carton,,,
504,SH00504,2024-03-24,C,S05,C2,Frozen,8.19,40.1,1.83,1.8,0,0,41566.77,No issue,,,
505,SH00505,2024-04-28,B,S02,C2,Clothing,22.38,40.1,1.76,3.8,0,0,51145.51,No issue,,,
506,SH00506,2024-02-11,A,S11,C2,Grocery,28.32,27.2,1.67,6.2,0,0,38591.08,No issue,,,
507,SH00507,2024-02-18,A,S09,C3,Frozen,15.05,21.1,1.75,2.7,0,0,69961.62,No issue,,,
508,SH00508,2024-04-07,A,S09,C4,Frozen,8.72,29.4,1.71,2.5,0,0,32592.74,Damaged carton,,,
509,SH00509,2024-03-31,C,S01,C4,Grocery,15.17,27.1,1.83,4.4,0,0,65515.08,No issue,,,
510,SH00510,2024-02-25,D,S11,C2,Clothing,20.94,29.8,1.51,6.2,0,0,74027.53,Damaged carton,,,
511,SH00511,2024-03-10,B,S03,C4,Grocery,11.31,27.3,1.66,8.6,0,0,57725.87,No issue,,,
512,SH00512,2024-03-03,C,S04,C3,Clothing,14.23,39.1,1.86,6.3,0,0,49938.24,Damaged carton,,,
513,SH00513,2024-05-05,D,S07,C3,Frozen,14.25,27.7,1.76,7.2,0,1,55694.23,No issue,,,
514,SH00514,2024-01-14,C,S10,C4,Grocery,22.22,22.6,1.88,5.7,0,0,45391.55,No issue,,,
515,SH00515,2024-02-04,B,S04,C1,Frozen,19.65,28.6,1.58,3.6,0,1,21458.98,No issue,,,
516,SH00516,2024-02-04,D,S02,C1,Electronics,19.9,24.0,1.81,6.3,0,1,37311.22,Partial delivery,,,
517,SH00517,2024-02-11,C,S07,C4,Frozen,15.015,26.8,1.8,4.8,0,0,51832.31,Damaged carton,,,
518,SH00518,2024-05-12,B,S06,C2,Electronics,17.41,23.4,1.53,5.8,1,0,37889.7,No issue,,,
519,SH00519,2024-02-25,A,S03,C4,Clothing,10.67,38.5,1.67,3.1,0,0,45803.16,No issue,,,
520,SH00520,2024-04-21,B,S06,C4,Grocery,20.07,24.5,1.69,4.9,1,0,59187.69,No issue,,,
521,SH00521,2024-03-31,A,S11,C1,Grocery,15.06,27.7,1.54,4.8,0,0,54175.36,Damaged carton,,,
522,SH00522,2024-01-07,C,S06,C4,Grocery,18.32,26.4,1.67,5.5,0,0,67877.12,Damaged carton,,,
523,SH00523,2024-05-19,D,S12,C2,Frozen,12.8,22.2,1.79,4.8,0,0,56412.51,Damaged carton,,,
524,SH00524,2024-04-28,D,S05,C2,Clothing,13.78,29.0,1.66,4.4,1,0,57294.56,Driver delay,,,
525,SH00525,2024-02-18,C,S04,C3,Frozen,25.84,30.0,1.72,6.0,0,0,41315.66,No issue,,,
526,SH00526,2024-03-31,D,S10,C4,Frozen,12.9,30.8,1.72,4.9,0,1,32033.41,No issue,,,
527,SH00527,2024-01-28,D,S12,C1,Grocery,15.06,27.7,1.7,1.8,0,0,45806.17,Partial delivery,,,
528,SH00528,2024-01-28,A,S01,C2,Grocery,17.03,21.8,1.63,1.3,0,1,41092.23,Partial delivery,,,
529,SH00529,2024-02-11,C,S10,C3,Grocery,13.0,32.8,1.77,5.4,1,0,49498.49,Driver delay,,,
530,SH00530,2024-05-12,B,S06,C3,Grocery,6.93,23.4,1.54,4.1,0,1,36009.42,No issue,,,
531,SH00531,2024-03-24,A,S02,C3,Grocery,16.27,29.0,1.7,1.5,0,0,64637.33,No issue,,,
532,SH00532,2024-02-18,C,S03,C1,Electronics,15.55,21.7,1.84,5.2,0,0,41036.88,No issue,,,
533,SH00533,2024-03-10,A,S08,C1,Grocery,25.84,31.7,1.66,4.8,0,0,46543.46,No issue,,,
534,SH00534,2024-05-12,B,S10,C2,Grocery,9.84,32.7,1.63,4.0,0,0,51697.12,Damaged carton,,,
535,SH00535,2024-02-18,B,S06,C4,Grocery,28.77,31.7,1.77,5.5,0,1,68847.65,Partial delivery,,,
536,SH00536,2024-01-21,C,S03,C1,Grocery,17.27,33.2,1.72,4.9,1,0,78380.39,Partial delivery,,,
537,SH00537,2024-03-31,B,S07,C1,Frozen,17.27,35.8,1.77,7.6,0,1,79411.63,Damaged carton,,,
538,SH00538,2024-03-31,A,S04,C4,Clothing,11.44,40.1,1.7,5.3,1,0,32773.07,No issue,,,
539,SH00539,2024-05-05,B,S09,C1,Frozen,15.015,24.1,1.46,4.8,0,0,46402.89,Driver delay,,,
540,SH00540,2024-05-19,A,S05,C4,Electronics,17.84,27.7,1.6949999999999998,5.3,0,0,43549.2,No issue,,,
541,SH00541,2024-02-25,A,S03,C3,Grocery,20.62,40.1,1.91,5.6,0,0,57554.64,Partial delivery,,,
542,SH00542,2024-03-03,B-X,S02###,C4,Clothing,9.13,24.6,1.83,4.5,0,0,56639.24,Damaged carton,,,
543,SH00543,2024-02-18,C,S11,C1,Grocery,23.44,24.3,1.35,5.3,0,1,43254.97,No issue,,,
544,SH00544,2024-01-07,D,S02,C1,Grocery,17.17,24.7,1.75,1.9,0,1,42070.95,No issue,,,
545,SH00545,2024-01-21,B,S03,C3,Grocery,18.65,20.0,1.65,5.2,0,1,37038.49,No issue,,,
546,SH00546,2024-03-31,A,S02,C4,Grocery,13.67,21.6,1.59,6.0,0,1,12187.56,No issue,,,
547,SH00547,2024-04-28,A,S04,C3,Grocery,9.43,21.8,1.71,4.0,0,0,32527.53,No issue,,,
548,SH00548,2024-01-07,B,S02,C1,Grocery,15.44,26.5,1.69,4.8,0,0,65001.62,Driver delay,,,
549,SH00549,2024-02-11,C,S10,C3,Clothing,14.265,27.7,1.6949999999999998,2.8,0,0,73970.57,Partial delivery,,,
550,SH00550,2024-02-11,C,S09,C3,Grocery,6.69,30.2,1.71,2.5,0,1,72217.86,Damaged carton,,,
551,SH00551,2024-03-24,A,S02,C3,Grocery,19.76,25.5,1.59,5.4,0,0,65638.51,No issue,,,
552,SH00552,2024-03-31,A,S09,C3,Clothing,20.98,25.6,1.64,3.5,0,0,36820.87,No issue,,,
553,SH00553,2024-03-31,C,S06,C4,Grocery,10.62,28.6,1.63,1.4,1,0,34281.66,No issue,,,
554,SH00554,2024-04-14,D,S01,C3,Grocery,15.06,20.5,1.53,2.8,1,0,24834.65,No issue,,,
555,SH00555,2024-04-21,B,S04,C1,Frozen,13.18,32.8,1.56,4.9,0,0,43252.04,Damaged carton,,,
556,SH00556,2024-03-17,A,S01,C2,Grocery,15.14,34.4,1.68,6.5,0,1,53306.59,No issue,,,
557,SH00557,2024-02-04,A,S06,C1,Grocery,13.41,40.1,1.84,5.4,0,0,36883.24,No issue,,,
558,SH00558,2024-01-28,C,S04,C2,Electronics,14.63,26.0,1.65,3.3,0,0,58466.32,No issue,,,
559,SH00559,2024-01-21,B,S03,C2,Grocery,16.33,34.2,1.62,3.8,0,0,61777.87,No issue,,,
560,SH00560,2024-05-12,C,S03,C1,Electronics,6.79,27.4,1.58,7.6,0,0,44882.64,No issue,,,
561,SH00561,2024-05-19,B,S09,C2,Clothing,7.48,30.9,1.7,6.9,0,0,31899.73,No issue,,,
562,SH00562,2024-05-05,B,S06,C1,Grocery,0.5,27.5,1.82,2.8,0,0,72713.9,No issue,,,
563,SH00563,2024-04-14,B,S09,C4,Electronics,20.66,27.7,1.9,7.3,0,1,52527.13,No issue,,,
564,SH00564,2024-03-03,A,S05,C4,Electronics,15.09,30.5,1.73,4.8,0,0,81118.09,Partial delivery,,,
565,SH00565,2024-04-28,D,S02,C1,Grocery,21.29,30.7,1.71,6.6,0,0,53385.69,Partial delivery,,,
566,SH00566,2024-04-07,C,S08,C4,Electronics,8.17,27.7,1.65,4.7,0,0,54433.19,No issue,,,
567,SH00567,2024-04-14,D,S05,C2,Grocery,15.15,25.2,1.66,7.4,0,0,37532.55,Driver delay,,,
568,SH00568,2024-01-07,C,S02,C1,Electronics,16.29,25.7,1.76,2.7,0,0,45646.85,No issue,,,
569,SH00569,2024-01-21,B,S04,C1,Grocery,11.63,40.1,1.67,4.5,0,0,28617.96,Partial delivery,,,
570,SH00570,2024-04-21,A,S09,C2,Electronics,5.68,28.6,1.68,7.4,0,0,31845.63,No issue,,,
571,SH00571,2024-03-17,D,S04,C3,Grocery,25.48,22.1,1.7,0.2,0,0,63117.48,No issue,,,
572,SH00572,2024-03-24,A,S12,C3,Clothing,23.4,37.4,1.64,4.9,0,1,47761.25,No issue,,,
573,SH00573,2024-03-10,C,S12,C1,Grocery,12.71,32.9,1.69,4.2,0,0,45660.13,No issue,,,
574,SH00574,2024-04-21,A,S12,C1,Electronics,18.06,28.2,1.5,6.4,0,0,40893.61,Damaged carton,,,
575,SH00575,2024-02-25,A,S04,C2,Electronics,12.09,26.6,1.75,7.1,1,0,46217.14,No issue,,,
576,SH00576,2024-02-11,D,S02,C1,Clothing,9.03,29.0,1.94,6.5,0,1,68995.95,Partial delivery,,,
577,SH00577,2024-03-24,B,S12,C1,Electronics,25.96,30.6,1.64,5.5,0,0,54163.33,No issue,,,
578,SH00578,2024-02-25,A,S06,C1,Clothing,5.07,17.8,1.74,5.1,0,1,34299.78,Damaged carton,,,
579,SH00579,2024-01-28,B,S11,C4,Clothing,13.29,27.7,1.79,4.3,0,0,67455.77,No issue,,,
580,SH00580,2024-02-25,C,S02,C4,Frozen,15.51,24.1,1.83,5.4,0,0,77875.58,No issue,,,
581,SH00581,2024-05-05,A,S12,C2,Grocery,24.91,28.0,1.67,7.9,1,0,59420.57,Damaged carton,,,
582,SH00582,2024-02-04,D,S07,C4,Electronics,20.38,28.2,1.52,3.3,0,0,65369.35,No issue,,,
583,SH00583,2024-03-03,C,S03,C2,Clothing,4.97,40.1,1.73,4.2,1,0,70311.74,Damaged carton,,,
584,SH00584,2024-01-28,C,S03,C2,Frozen,14.98,27.6,1.71,4.8,1,0,27150.93,No issue,,,
585,SH00585,2024-04-28,D,S05,C1,Frozen,15.13,27.7,1.67,7.0,0,1,79964.06,Damaged carton,,,
586,SH00586,2024-03-03,A,S03,C3,Grocery,13.63,30.0,1.69,5.4,1,1,68482.21,Damaged carton,INVALID_DATE,INVALID_DATE,INVALID_DATE
587,SH00587,2024-01-07,A,S02,C4,Grocery,18.72,23.2,1.71,7.0,0,0,59332.82,Partial delivery,,,
588,SH00588,2024-05-19,C,S10,C3,Electronics,6.55,28.7,1.74,7.1,0,0,50118.09,No issue,,,
589,SH00589,2024-03-31,A,S09,C2,Clothing,12.55,27.4,1.73,6.2,0,0,31941.36,Damaged carton,,,
590,SH00590,2024-04-21,B,S02,C3,Electronics,17.87,27.7,1.68,4.9,0,0,47028.98,No issue,,,
591,SH00591,2024-03-31,D,S11,C1,Electronics,19.08,40.1,1.6949999999999998,4.9,0,0,58725.96,Damaged carton,,,
592,SH00592,2024-04-07,B,S02,C4,Clothing,15.9,28.1,1.67,7.8,0,1,35434.62,No issue,,,
593,SH00593,2024-01-21,A,S08,C2,Grocery,13.27,30.8,1.76,5.1,0,1,50953.79,Partial delivery,,,
594,SH00594,2024-02-11,C,S09,C2,Frozen,14.28,27.7,1.64,2.2,0,0,34246.88,Driver delay,,,
595,SH00595,2024-05-05,D,S07,C3,Electronics,19.44,24.7,1.6949999999999998,1.9,0,0,46230.64,Partial delivery,,,
596,SH00596,2024-05-12,A,S03,C3,Grocery,15.2,31.8,1.54,5.5,1,0,31710.59,No issue,,,
597,SH00597,2024-02-04,A,S09,C1,Electronics,8.75,24.9,1.66,3.6,0,0,30133.36,No issue,,,
598,SH00598,2024-04-14,C,S03,C3,Clothing,7.6,16.1,1.76,4.9,0,0,57101.34,No issue,,,
599,SH00599,2024-01-14,C,S05,C1,Grocery,6.06,28.6,1.6,1.8,0,0,43303.64,No issue,,,
600,SH00600,2024-03-10,B,S09,C3,Grocery,23.73,25.2,1.67,4.1,0,0,44713.14,Partial delivery,,,
601,SH00601,2024-05-05,D,S12,C4,Frozen,19.84,40.1,1.46,5.4,0,0,42498.35,No issue,,,
602,SH00602,2024-03-31,D,S03,C4,Grocery,14.36,27.7,1.56,4.9,0,0,92846.77,Driver delay,,,
603,SH00603,2024-02-04,C,S07,C3,Electronics,12.28,38.1,1.59,6.0,0,0,61110.51,No issue,,,
604,SH00604,2024-01-07,B,S12,C2,Electronics,11.56,27.2,1.71,4.2,0,1,62721.15,No issue,,,
605,SH00605,2024-01-07,D,S01,C1,Electronics,21.56,23.9,1.73,5.8,1,0,40368.77,Damaged carton,,,
606,SH00606,2024-05-05,C,S04,C3,Electronics,26.43,30.9,1.69,5.6,0,0,59571.26,No issue,,,
607,SH00607,2024-04-14,A,S04,C1,Grocery,11.37,26.1,1.66,4.9,0,0,48584.18,No issue,,,
608,SH00608,2024-04-28,D,S07,C2,Electronics,21.83,30.0,1.66,4.9,0,0,40248.25,No issue,,,
609,SH00609,2024-03-17,B,S08,C1,Grocery,15.17,24.7,1.77,4.9,0,0,80936.37,Damaged carton,,,
610,SH00610,2024-04-28,B,S01,C1,Clothing,13.73,29.3,1.72,6.6,0,1,60591.87,No issue,,,
611,SH00611,2024-03-31,B,S05,C3,Grocery,24.03,23.9,1.67,5.2,0,0,59835.08,Partial delivery,,,
612,SH00612,2024-01-07,A,S07,C1,Electronics,14.94,33.9,1.83,4.8,0,1,37424.0,No issue,,,
613,SH00613,2024-01-14,D,S12,C3,Grocery,16.78,25.1,1.89,4.9,0,0,32946.86,Damaged carton,,,
614,SH00614,2024-03-03,D,S04,C2,Grocery,16.49,31.3,1.58,3.6,0,0,51136.73,Driver delay,,,
615,SH00615,2024-01-21,A,S04,C1,Grocery,15.015,21.7,1.75,2.0,0,1,43397.29,No issue,,,
616,SH00616,2024-01-07,D,S04,C2,Grocery,16.73,31.9,2.01,2.0,0,0,61189.61,No issue,,,
617,SH00617,2024-04-21,A,S12,C1,Clothing,11.62,23.2,1.73,3.4,0,1,62188.91,No issue,,,
618,SH00618,2024-02-11,A,S06,C1,Grocery,6.47,29.3,1.71,6.3,0,0,52982.55,No issue,,,
619,SH00619,2024-04-28,A,S07,C3,Frozen,11.9,33.1,1.69,4.2,0,1,64415.7,No issue,,,
620,SH00620,2024-02-04,B,S02,C1,Frozen,11.85,27.0,1.75,5.4,0,0,54899.57,No issue,,,
621,SH00621,2024-02-04,D,S05,C4,Electronics,21.18,22.9,1.78,4.0,0,0,38924.66,No issue,,,
622,SH00622,2024-02-11,A,S04,C1,Grocery,8.62,30.5,1.58,4.0,0,0,49025.88,No issue,,,
623,SH00623,2024-01-21,D,S03,C1,Grocery,10.26,23.8,1.7,2.9,0,0,54036.0,No issue,,,
624,SH00624,2024-02-04,B,S07,C3,Clothing,16.41,26.0,1.47,4.8,0,1,65933.88,No issue,,,
625,SH00625,2024-02-04,A,S11,C2,Grocery,7.05,29.3,1.68,4.6,1,0,55374.26,Damaged carton,,,
626,SH00626,2024-03-10,C,S12,C1,Grocery,15.06,27.7,1.61,5.8,0,0,43428.24,Driver delay,,,
627,SH00627,2024-03-10,B,S06,C2,Electronics,5.01,28.1,1.73,5.6,0,0,66492.57,Partial delivery,,,
628,SH00628,2024-05-12,C,S07,C1,Clothing,20.52,28.1,1.53,4.6,1,0,57711.34,No issue,,,
629,SH00629,2024-04-28,D,S05,C4,Clothing,13.19,31.7,1.65,2.0,0,0,75185.11,Damaged carton,,,
630,SH00630,2024-04-07,D,S06,C2,Grocery,14.9,28.3,1.8,7.1,0,0,53309.16,No issue,,,
631,SH00631,2024-03-03,B,S05,C3,Clothing,15.015,31.2,1.63,4.8,0,1,36440.07,No issue,,,
632,SH00632,2024-04-07,D,S07,C4,Grocery,10.67,27.7,1.51,5.2,0,0,69654.69,No issue,,,
633,SH00633,2024-01-07,C,S02,C2,Grocery,13.13,27.7,1.73,8.2,0,0,43348.15,No issue,,,
634,SH00634,2024-05-12,A,S11,C4,Frozen,8.66,16.1,1.64,6.8,0,0,56431.36,Driver delay,,,
635,SH00635,2024-03-31,A,S05,C2,Grocery,8.65,23.9,1.68,5.9,0,0,54785.75,No issue,,,
636,SH00636,2024-03-31,A,S06,C4,Grocery,15.015,27.7,1.63,5.0,0,0,52684.44,No issue,,,
637,SH00637,2024-01-28,B,S06,C1,Grocery,12.05,40.1,1.9,5.0,0,0,49452.7,No issue,,,
638,SH00638,2024-01-07,D,S05,C3,Frozen,12.69,26.3,1.54,5.5,0,0,27217.84,Driver delay,,,
639,SH00639,2024-04-28,C,S10,C2,Clothing,16.73,33.8,1.98,5.8,0,1,36968.44,No issue,,,
640,SH00640,2024-02-25,D,S07,C2,Electronics,9.65,27.5,1.66,8.4,0,0,68831.98,Damaged carton,,,
641,SH00641,2024-01-14,D,S10,C3,Clothing,16.92,17.5,1.72,4.9,0,0,58432.01,No issue,,,
642,SH00642,2024-02-25,D,S08,C3,Grocery,17.91,20.5,1.64,5.6,0,0,80639.46,No issue,INVALID_DATE,INVALID_DATE,INVALID_DATE
643,SH00643,2024-02-18,A,S07,C1,Electronics,12.19,30.1,1.64,0.7,0,0,36434.43,No issue,,,
644,SH00644,2024-01-14,C,S05,C1,Grocery,10.17,27.7,1.62,3.1,0,0,51540.16,No issue,,,
645,SH00645,2024-01-21,C,S01,C3,Grocery,15.51,35.3,1.76,4.9,1,1,69447.9,No issue,,,
646,SH00646,2024-05-05,D,S05,C3,Electronics,13.78,24.3,1.56,6.4,0,0,43512.65,No issue,,,
647,SH00647,2024-03-24,A,S10,C4,Frozen,16.32,26.5,1.74,5.9,0,0,44719.49,Damaged carton,,,
648,SH00648,2024-01-07,A,S02,C3,Grocery,24.42,23.6,1.48,4.7,0,0,47599.9,No issue,,,
649,SH00649,2024-03-24,C,S05,C4,Grocery,15.41,25.4,1.73,2.6,0,0,45319.78,No issue,,,
650,SH00650,2024-02-04,A_err,S05 ,C3,Grocery,11.16,18.5,1.78,8.4,0,1,59976.96,Damaged carton,,,
651,SH00651,2024-04-28,A,S02,C1,Grocery,9.65,26.1,1.57,3.4,0,0,25296.85,No issue,,,
652,SH00652,2024-04-21,A,S05,C1,Frozen,9.89,27.7,1.77,6.5,1,0,76640.89,No issue,INVALID_DATE,INVALID_DATE,INVALID_DATE
653,SH00653,2024-04-14,B,S04,C3,Electronics,15.015,27.3,1.71,2.4,0,0,37605.05,No issue,,,
654,SH00654,2024-04-14,D,S01,C3,Electronics,20.6,38.7,1.86,4.6,0,0,20242.42,No issue,,,
655,SH00655,2024-02-04,C,S03,C1,Clothing,1.6,37.2,1.61,7.0,0,0,51846.41,Partial delivery,,,
656,SH00656,2024-04-07,C,S01,C2,Grocery,17.93,24.2,1.98,4.5,0,0,46338.99,No issue,,,
657,SH00657,2024-01-14,B,S12,C4,Electronics,9.79,17.8,1.46,4.3,0,0,49330.3,No issue,,,
658,SH00658,2024-03-17,D,S11,C2,Electronics,11.93,27.5,1.67,5.0,1,0,56688.65,No issue,,,
659,SH00659,2024-05-12,C,S05,C2,Electronics,14.86,29.9,1.53,2.3,1,0,61672.62,No issue,,,
660,SH00660,2024-02-18,A,S04,C2,Frozen,14.25,27.7,1.89,2.0,0,0,77299.77,No issue,,,
661,SH00661,2024-02-11,C,S07,C1,Clothing,15.1,23.9,1.67,6.4,0,1,41647.89,No issue,,,
662,SH00662,2024-01-14,A,S05,C2,Grocery,19.74,35.9,1.68,4.9,1,0,63614.37,No issue,,,
663,SH00663,2024-02-11,B,S10,C2,Clothing,22.8,26.7,1.6949999999999998,6.4,0,1,62634.05,No issue,,,
664,SH00664,2024-05-05,A,S04,C1,Grocery,15.98,31.3,1.7,7.2,0,0,12388.22,Partial delivery,,,
665,SH00665,2024-01-14,C,S02,C3,Grocery,15.06,23.3,1.64,7.4,0,1,39502.08,No issue,,,
666,SH00666,2024-05-05,C,S04,C2,Grocery,13.68,27.7,1.57,1.8,0,0,32695.29,No issue,,,
667,SH00667,2024-04-14,C,S12,C4,Grocery,10.55,26.3,1.6949999999999998,4.9,0,0,58718.39,No issue,,,
668,SH00668,2024-05-12,B,S02,C4,Electronics,11.98,24.6,1.74,6.1,1,0,57067.39,No issue,,,
669,SH00669,2024-01-14,B,S08,C1,Electronics,14.43,33.8,1.77,6.1,0,0,57368.92,Partial delivery,,,
670,SH00670,2024-05-19,D,S03,C3,Frozen,14.2,21.1,1.89,9.5,0,0,47416.12,Partial delivery,,,
671,SH00671,2024-02-11,C,S09,C2,Electronics,17.47,29.5,1.48,3.2,0,0,48928.65,Driver delay,,,
672,SH00672,2024-01-07,A,S04,C4,Electronics,18.34,26.2,1.6949999999999998,7.3,1,1,51571.29,No issue,,,
673,SH00673,2024-04-14,B,S06,C1,Grocery,14.2,30.1,1.82,5.7,0,0,45983.3,No issue,,,
674,SH00674,2024-03-10,C,S10,C3,Grocery,17.42,26.3,1.69,1.7,0,0,63657.73,Partial delivery,,,
675,SH00675,2024-05-12,C,S05,C3,Electronics,11.7,32.3,1.47,3.9,0,0,35955.05,No issue,,,
676,SH00676,2024-04-28,B,S10,C1,Electronics,22.89,23.3,1.57,5.5,0,0,40272.79,Damaged carton,,,
677,SH00677,2024-02-04,D,S01,C1,Clothing,11.61,33.8,1.73,1.6,0,0,53819.79,Damaged carton,,,
678,SH00678,2024-01-28,B,S09,C3,Grocery,15.06,27.7,1.73,0.9,0,0,46481.06,No issue,,,
679,SH00679,2024-03-10,B,S01,C3,Grocery,15.06,21.4,1.77,1.5,0,0,35368.28,Partial delivery,,,
680,SH00680,2024-04-28,A,S08,C2,Electronics,12.72,40.1,1.62,5.5,1,0,59978.88,No issue,,,
681,SH00681,2024-03-10,A,S09,C3,Grocery,13.01,27.0,1.6949999999999998,4.0,0,1,43415.69,No issue,,,
