Ticket_ID,Order_ID,Customer_ID,Reported_Time,Issue_Type,Channel,Region,Customer_Segment,Priority,Agent_ID,Team,Backlog_At_Report,First_Response_Time,Resolution_Time,Response_Minutes,Resolution_Minutes,Handle_Minutes,Escalation_Flag,First_Contact_Resolution_Flag,Outcome,Repeat_Contact_Flag,Sentiment_Score,Customer_Effort_Score,CSAT_Score
TCK-S4WBOP1M,ORD-ZTH5D3GAH1,C-9ARR2GR,2025-10-24 15:40:00,Wrong item,Web form,DE-West,B2C,Medium,AG-113,Service-L2,14,2025-10-24 15:46:00,2025-10-24 17:45:00,6,125,91,0,0,Resolved,0,0.108,3,4
TCK-BCIAIHMV,ORD-9Z3U1WANEY,C-NPF8JFN,2025-10-24 21:48:00,Damaged item,Phone,DE-East,B2C,Medium,AG-127,Service-L2,21,2025-10-24 22:06:00,2025-10-24 22:55:00,18,67,28,0,1,Resolved,0,-0.248,3,3
TCK-OIFRXDRG,ORD-VMX2ONCHW3,C-E96NTYL,2025-10-25 04:00:00,Late status update,WhatsApp,DE-South,SMB,Low,AG-111,Service-L1,18,2025-10-25 04:11:00,2025-10-25 06:41:00,11,161,72,0,1,Resolved,0,0.237,3,4
TCK-0M72URLE,ORD-5VD75BZIT4,C-MRXGWP9,2025-10-25 04:21:00,Product info,Email,AT,SMB,High,AG-109,Service-L2,16,2025-10-25 04:40:00,2025-10-25 05:15:00,19,54,15,0,0,Resolved,1,0.118,4,3
TCK-8HUFS8E3,ORD-S5ZI6RAARQ,C-KFML4A1,2025-10-25 05:27:00,Return request,WhatsApp,DE-South,B2C,Low,AG-121,Billing,30,2025-10-25 06:02:00,2025-10-25 08:20:00,35,173,109,1,0,Resolved,0,0.411,4,3
TCK-13RAATBW,ORD-E1AYI9RS4K,C-8KBKNVC,2025-10-25 12:06:00,Wrong item,Phone,DE-South,B2C,Low,AG-147,Returns,25,2025-10-25 12:22:00,2025-10-25 13:43:00,16,97,53,0,0,Resolved,0,0.043,3,4
TCK-LYKGJ0Z6,ORD-OC3JZRPBI0,C-Q53T9AO,2025-10-25 12:56:00,Late status update,WhatsApp,DE-North,SMB,Medium,AG-150,Returns,10,2025-10-25 13:04:00,2025-10-25 14:26:00,8,90,53,0,1,Resolved,0,0.246,3,4
TCK-ZACU8W5D,ORD-UGLFQBXX61,C-C5T7RCZ,2025-10-25 14:02:00,Delivery instruction,Email,DE-North,B2C,Low,AG-104,Service-L2,24,2025-10-25 14:40:00,2025-10-25 16:39:00,38,157,54,0,1,Resolved,0,0.241,3,4
TCK-3EN08ZBV,ORD-DT2E7YJGQ4,C-UEAD2GT,2025-10-25 19:30:00,Delivery instruction,Chat,DE-West,B2C,High,AG-126,TechSupport,20,2025-10-25 19:37:00,2025-10-25 20:29:00,7,59,35,0,1,Resolved,0,-0.33,3,3
TCK-56T10SP8,ORD-2U9F1TLEU5,C-G69GTRM,2025-10-25 20:45:00,Product info,Email,CH,B2C,High,AG-119,Returns,22,2025-10-25 21:18:00,2025-10-25 22:51:00,33,126,54,0,1,Resolved,0,-0.177,3,3
TCK-RR261WHW,ORD-42DZMF8Y0E,C-376032V,2025-10-26 13:18:00,Address change,Web form,AT,B2C,Low,AG-148,Returns,18,2025-10-26 13:58:00,2025-10-26 14:42:00,40,84,25,0,1,Resolved,0,0.33,3,4
TCK-SGJ6WVLK,ORD-1AX8WBB2GP,C-XYKY6QO,2025-10-26 14:25:00,Late status update,Phone,DE-South,B2C,Medium,AG-132,Returns,19,2025-10-26 14:49:00,2025-10-26 16:37:00,24,132,57,0,1,Resolved,0,0.07,3,4
TCK-GP7IFWXS,ORD-G5DGISRT06,C-QB3ALFV,2025-10-26 16:44:00,Product info,WhatsApp,DE-South,B2C,Low,AG-133,Returns,22,2025-10-26 17:33:00,2025-10-26 18:12:00,49,88,20,0,1,Resolved,0,-0.036,3,3
TCK-TTA8IGDJ,ORD-3BDZHAVUSZ,C-D5ZBERS,2025-10-26 16:55:00,Return request,Phone,CH,B2C,Medium,AG-123,Service-L1,21,2025-10-26 17:04:00,2025-10-26 20:36:00,9,221,137,0,1,Resolved,0,0.186,3,4
TCK-FAAYE8D5,ORD-EAZI0GB1Z4,C-0DWZQ7J,2025-10-26 22:20:00,Product info,WhatsApp,DE-North,B2C,High,AG-145,Returns,13,2025-10-26 22:36:00,2025-10-27 00:15:00,16,115,74,0,1,Resolved,0,-0.343,3,3
TCK-CTXIBRB0,ORD-WKQIGG3QZM,C-3VXOUG9,2025-10-26 22:29:00,Account access,Email,CH,B2C,Medium,AG-122,Service-L2,23,2025-10-26 23:17:00,2025-10-27 01:59:00,48,210,107,0,1,Resolved,1,-0.465,4,3
TCK-KJSTI1RM,ORD-J467ICWA4Y,C-MPYFN2Y,2025-10-27 00:12:00,Damaged item,Phone,DE-East,B2C,Low,AG-150,Service-L1,16,2025-10-27 00:46:00,2025-10-27 03:05:00,34,173,102,0,1,Resolved,0,0.159,3,4
TCK-KRGPKVKJ,ORD-XD2RIESSZN,C-O6J9697,2025-10-27 01:40:00,Billing dispute,Email,DE-East,B2C,Low,AG-152,Billing,15,2025-10-27 02:26:00,2025-10-27 03:30:00,46,110,49,0,1,Resolved,0,0.293,3,4
TCK-XAP4VY9H,ORD-OF6V5XMZJS,C-W1I1TWD,2025-10-27 07:10:00,Return request,Phone,DE-South,SMB,Medium,AG-125,Returns,13,2025-10-27 07:26:00,2025-10-27 08:55:00,16,105,69,0,1,Resolved,0,0.242,3,4
TCK-VI5928L9,ORD-CREQYZQMGO,C-KG0SPHZ,2025-10-27 08:03:00,Product info,Chat,DE-North,B2C,Medium,AG-131,Service-L2,19,2025-10-27 08:23:00,2025-10-27 10:32:00,20,149,41,0,0,Resolved,0,0.072,3,4
TCK-W2D4C5QM,ORD-T7JESIDFBH,C-LK1KSGM,2025-10-27 08:32:00,Billing dispute,Phone,DE-North,B2C,Medium,AG-128,TechSupport,15,2025-10-27 08:44:00,2025-10-27 11:39:00,12,187,94,0,0,Resolved,0,-0.524,3,3
TCK-FFN2D2T2,ORD-MBD0S1HKH4,C-ZF0BQJ1,2025-10-27 09:33:00,Damaged item,Email,AT,B2C,Low,AG-108,Service-L2,13,2025-10-27 10:13:00,2025-10-27 12:11:00,40,158,88,0,1,Resolved,0,-0.494,3,3
TCK-6KBWH672,ORD-123NZAZQ92,C-QZVWAIJ,2025-10-27 10:55:00,Damaged item,Web form,DE-West,B2C,High,AG-112,TechSupport,14,2025-10-27 11:03:00,2025-10-27 13:23:00,8,148,100,0,0,Resolved,0,0.408,3,4
TCK-ELYTW2UH,ORD-P3U1NQ83XD,C-WB780J4,2025-10-27 12:12:00,Account access,Chat,DE-East,Enterprise,Medium,AG-119,TechSupport,16,2025-10-27 12:30:00,2025-10-27 14:26:00,18,134,101,0,1,Resolved,0,-0.474,3,3
TCK-A1Q780CX,ORD-EPEKBTDI1K,C-U5W37IG,2025-10-27 12:57:00,Missing item,Web form,DE-South,B2C,Medium,AG-128,Returns,15,2025-10-27 13:22:00,2025-10-27 14:23:00,25,86,44,1,0,Resolved,0,-0.427,4,3
TCK-PCJH3TLI,ORD-KKM22Z5XEB,C-FJT3VPI,2025-10-27 16:07:00,Wrong item,WhatsApp,DE-North,B2C,Low,AG-135,Service-L1,18,2025-10-27 16:52:00,2025-10-27 19:31:00,45,204,105,1,0,Resolved,1,0.017,5,3
TCK-EP948HHA,ORD-JCTKYUVK0Y,C-ZQQKBQW,2025-10-27 17:34:00,Missing item,Chat,DE-West,B2C,High,AG-117,Service-L1,21,2025-10-27 17:43:00,2025-10-27 18:43:00,9,69,42,0,1,Resolved,0,0.236,3,4
TCK-JZPX3EYB,ORD-3GJ8NI6V6O,C-R8S9G3F,2025-10-27 19:48:00,Delivery instruction,Email,DE-West,Enterprise,Medium,AG-104,Service-L1,15,2025-10-27 20:04:00,2025-10-27 21:42:00,16,114,73,0,1,Resolved,0,-0.291,3,3
TCK-LU8OBN4P,ORD-CIIMLYZBF3,C-52GYCYH,2025-10-27 22:28:00,Missing item,WhatsApp,CH,B2C,Low,AG-115,Service-L1,17,2025-10-27 22:52:00,2025-10-28 00:25:00,24,117,63,0,1,Resolved,0,0.077,3,4
TCK-6COYB7H8,ORD-PVVDS020YE,C-OSB1DUJ,2025-10-28 00:38:00,Delivery instruction,Email,DE-West,B2C,High,AG-140,Service-L2,26,2025-10-28 00:55:00,2025-10-28 04:02:00,17,204,77,0,1,Resolved,0,-0.417,3,3
TCK-1FCSVYGU,ORD-8J38YPPQEC,C-KG6N5U6,2025-10-28 02:17:00,Account access,Web form,DE-South,B2C,Medium,AG-132,TechSupport,20,2025-10-28 02:41:00,2025-10-28 04:15:00,24,118,60,0,1,Resolved,0,-0.438,3,3
TCK-D6B3UWI2,ORD-1I7O4INHBF,C-FSRD7WS,2025-10-28 06:45:00,Account access,Chat,DE-South,SMB,Low,AG-110,Service-L1,17,2025-10-28 07:07:00,2025-10-28 08:32:00,22,107,61,0,0,Resolved,1,-0.099,4,3
TCK-BSMERWM0,ORD-WCBSVUIMZO,C-TIWRA12,2025-10-28 06:51:00,Late status update,WhatsApp,DE-North,B2C,Low,AG-117,Returns,15,2025-10-28 07:28:00,2025-10-28 08:15:00,37,84,39,0,1,Resolved,0,0.021,3,4
TCK-SMGHDKBO,ORD-UE1QWP2YET,C-J0NIB9E,2025-10-28 13:58:00,Damaged item,Email,DE-North,B2C,Low,AG-139,Service-L2,15,2025-10-28 14:51:00,2025-10-28 18:25:00,53,267,87,0,0,Resolved,0,0.196,3,4
TCK-JUT89BU1,ORD-51WWNK257Y,C-K10SWMT,2025-10-28 15:36:00,Late status update,Web form,DE-West,B2C,Low,AG-110,Returns,13,2025-10-28 15:59:00,2025-10-28 17:12:00,23,96,51,0,0,Resolved,1,0.377,4,3
TCK-M3DJWRNU,ORD-HPA2J3TVWE,C-1K52Y3P,2025-10-28 16:06:00,Missing item,Chat,DE-South,B2C,High,AG-121,Service-L1,23,2025-10-28 16:21:00,2025-10-28 20:35:00,15,269,206,1,1,Resolved,0,0.407,4,3
TCK-4E7Z6KNO,ORD-9VMPJBD4K7,C-IJSGN85,2025-10-28 18:32:00,Wrong item,Chat,CH,B2C,Medium,AG-126,Returns,22,2025-10-28 18:43:00,2025-10-28 20:52:00,11,140,107,0,1,Resolved,0,0.442,3,4
TCK-9UM1PG0B,ORD-3JX9VXLABF,C-WPS6EIX,2025-10-28 20:48:00,Missing item,Phone,DE-South,B2C,High,AG-122,Service-L1,22,2025-10-28 21:10:00,2025-10-28 23:24:00,22,156,76,0,0,Resolved,1,-0.905,4,2
TCK-LYQ3YJ3B,ORD-IB8T49D6AZ,C-2N61RKF,2025-10-28 22:29:00,Missing item,Phone,CH,B2C,Medium,AG-132,Service-L1,22,2025-10-28 22:56:00,2025-10-29 00:57:00,27,148,75,0,1,Resolved,0,-0.207,3,3
TCK-J8LKSB22,ORD-LB631H8XB9,C-ZG6VWBH,2025-10-28 22:42:00,Missing item,Phone,DE-West,SMB,Medium,AG-126,Service-L1,16,2025-10-28 22:53:00,2025-10-29 00:47:00,11,125,106,0,0,Resolved,0,0.049,3,4
TCK-1P9DQHAD,ORD-DNPSKZS9GS,C-RN5H5MM,2025-10-29 05:15:00,Product info,Web form,DE-West,B2C,Low,AG-149,Service-L1,21,2025-10-29 05:30:00,2025-10-29 07:27:00,15,132,54,1,0,Unresolved,0,0.239,4,3
TCK-GZBJEFTG,ORD-2DW4EH1Q7M,C-O8M86HT,2025-10-29 11:28:00,Damaged item,Phone,DE-South,SMB,Medium,AG-148,Service-L1,20,2025-10-29 11:44:00,2025-10-29 13:32:00,16,124,59,0,1,Resolved,0,-0.255,3,3
TCK-Y5Y728JY,ORD-HEM8KL791M,C-3CACMI4,2025-10-29 17:50:00,Billing dispute,Email,DE-South,B2C,Medium,AG-109,Service-L1,25,2025-10-29 18:37:00,2025-10-29 21:34:00,47,224,104,0,1,Resolved,0,-0.301,3,3
TCK-1SL91Y4Z,ORD-N86YPSB63V,C-Q2AOJVM,2025-10-29 19:38:00,Billing dispute,Email,DE-South,B2C,Medium,AG-112,Returns,21,2025-10-29 21:55:00,2025-10-30 01:01:00,137,323,147,0,1,Resolved,1,-0.474,5,2
TCK-S3AKOV0Y,ORD-PMWQ7TVXRR,C-XV9KR93,2025-10-29 19:41:00,Damaged item,Chat,DE-East,B2C,Low,AG-104,Service-L1,17,2025-10-29 19:52:00,2025-10-29 22:05:00,11,144,121,0,1,Resolved,0,-0.217,3,3
TCK-Z808MK54,ORD-5PO8HFGKPN,C-QBMSBR6,2025-10-30 03:18:00,Late status update,Web form,DE-East,B2C,Medium,AG-145,TechSupport,21,2025-10-30 03:44:00,2025-10-30 05:14:00,26,116,49,0,1,Resolved,0,0.259,3,4
TCK-N3YPXYLH,ORD-XUBFPDSOK1,C-0CV9V9I,2025-10-30 08:39:00,Address change,Email,DE-North,B2C,Medium,AG-117,Billing,20,2025-10-30 11:15:00,2025-10-30 13:49:00,156,310,72,1,1,Resolved,0,0.162,5,3
TCK-GLBKN88G,ORD-L7HLPDJON8,C-JH6Q4W2,2025-10-30 16:37:00,Product info,Chat,AT,Enterprise,Medium,AG-151,Service-L1,24,2025-10-30 16:49:00,2025-10-30 18:30:00,12,113,39,0,1,Resolved,0,0.599,3,4
TCK-WO10NVFV,ORD-XIXE8T7YH0,C-WNY1YH8,2025-10-30 16:56:00,Address change,Email,AT,B2C,High,AG-102,Service-L1,16,2025-10-30 17:08:00,2025-10-30 18:08:00,12,72,35,0,1,Resolved,0,-0.23,3,3
TCK-72L3ATOC,ORD-7X9XWER6UW,C-QMAHGDB,2025-10-30 17:18:00,Billing dispute,Email,DE-West,B2C,Medium,AG-127,Service-L2,20,2025-10-30 18:02:00,2025-10-30 19:22:00,44,124,47,0,1,Resolved,1,-0.525,4,3
TCK-647FP4LI,ORD-ATTHJWG25P,C-EUKDZUJ,2025-10-30 21:22:00,Late status update,Web form,CH,SMB,Low,AG-112,Billing,21,2025-10-30 22:19:00,2025-10-30 23:21:00,57,119,40,0,0,Resolved,1,0.527,4,3
TCK-USUL3SIV,ORD-1RLTYG5OPS,C-1GGRAPE,2025-10-30 21:31:00,Address change,Web form,DE-North,B2C,Low,AG-133,Service-L1,13,2025-10-30 22:21:00,2025-10-30 23:06:00,50,95,29,0,1,Resolved,0,0.565,3,4
TCK-S62YJDED,ORD-YZ8NN429A8,C-O2HT1ZZ,2025-10-31 02:18:00,Damaged item,Email,DE-North,B2C,Medium,AG-112,Returns,20,2025-10-31 03:01:00,2025-10-31 04:17:00,43,119,67,0,0,Resolved,1,0.106,4,3
TCK-TB5FUJNQ,ORD-KGYWC9DIKN,C-R6DUWJM,2025-10-31 08:46:00,Wrong item,Web form,DE-North,B2C,Low,AG-142,Billing,16,2025-10-31 09:14:00,2025-10-31 11:13:00,28,147,102,0,1,Resolved,0,0.011,3,4
TCK-8I9CATHS,ORD-E4YY79YZAB,C-P8LUAO6,2025-10-31 12:02:00,Delivery instruction,WhatsApp,DE-South,B2C,High,AG-129,Service-L1,19,2025-10-31 12:23:00,2025-10-31 13:19:00,21,77,18,0,1,Resolved,0,0.157,3,4
TCK-8H5AJI08,ORD-0L5LI6WYX9,C-Q4Z4P0U,2025-10-31 13:58:00,Delivery instruction,Chat,DE-East,SMB,Low,AG-141,Service-L2,15,2025-10-31 14:31:00,2025-10-31 16:00:00,33,122,59,0,1,Resolved,0,0.238,3,4
TCK-WKC11PDO,ORD-D8BK1EDCFT,C-3GG1PME,2025-10-31 14:19:00,Late status update,Phone,DE-South,B2C,Low,AG-119,TechSupport,16,2025-10-31 14:44:00,2025-10-31 16:36:00,25,137,78,0,1,Resolved,0,0.147,3,4
TCK-KOONGTXA,ORD-5JRHYOUOSD,C-9PL4K2P,2025-10-31 17:45:00,Wrong item,Email,DE-South,B2C,Low,AG-142,Billing,28,2025-10-31 18:24:00,2025-10-31 21:07:00,39,202,34,0,0,Resolved,1,-0.389,4,3
TCK-73ODX4MV,ORD-42ARAD3PVQ,C-MHM4WKD,2025-10-31 18:18:00,Return request,Email,AT,B2C,Low,AG-118,Service-L2,17,2025-10-31 18:38:00,2025-10-31 19:51:00,20,93,47,0,0,Resolved,0,1.0,3,4
TCK-2YEJLMRK,ORD-90NZ7FW8N5,C-2LF3OMQ,2025-10-31 18:18:00,Product info,Email,DE-North,B2C,Low,AG-125,Service-L1,14,2025-10-31 18:45:00,2025-10-31 20:40:00,27,142,39,0,1,Resolved,0,0.093,3,4
TCK-NBPNZKOX,ORD-3MNU7G8ZNX,C-LC1NSR6,2025-10-31 21:36:00,Late status update,Phone,DE-North,SMB,Low,AG-144,Service-L1,20,2025-10-31 21:52:00,2025-11-01 00:25:00,16,169,134,0,1,Resolved,0,-0.191,3,3
TCK-55CA4NMZ,ORD-TLFEZ6BISJ,C-RSJEP3E,2025-10-31 22:42:00,Delivery instruction,Chat,DE-West,B2C,Medium,AG-119,Service-L2,16,2025-10-31 22:55:00,2025-11-01 00:05:00,13,83,49,0,1,Resolved,0,0.226,3,4
TCK-N02ZGQ6G,ORD-MW9AYQT4DV,C-L1ZOF1Z,2025-10-31 22:50:00,Address change,Phone,DE-West,B2C,High,AG-126,Service-L2,18,2025-10-31 23:08:00,2025-11-01 01:02:00,18,132,65,0,1,Resolved,0,0.125,3,4
TCK-SAG8Q3JM,ORD-DT5SN76XCW,C-P8NXWNS,2025-10-31 22:52:00,Return request,Web form,CH,B2C,High,AG-116,Service-L2,15,2025-10-31 23:23:00,2025-11-01 02:43:00,31,231,166,0,1,Resolved,0,-0.053,3,3
TCK-OTNL24RP,ORD-GKFUUD7L44,C-8HP6ABU,2025-11-01 00:00:00,Damaged item,Phone,DE-East,B2C,Low,AG-117,Service-L2,24,2025-11-01 00:09:00,2025-11-01 02:11:00,9,131,72,0,1,Resolved,0,-0.155,3,3
TCK-WO66VAWO,ORD-U3E4LJBDJT,C-7GKNXMY,2025-11-01 02:27:00,Address change,Chat,DE-West,B2C,Medium,AG-119,Service-L1,26,2025-11-01 02:42:00,2025-11-01 03:40:00,15,73,40,0,1,Resolved,0,-0.32,3,3
TCK-EI2KN1IG,ORD-HNNXQ5BX4I,C-BPEQZDE,2025-11-01 02:52:00,Billing dispute,WhatsApp,DE-South,B2C,High,AG-147,Service-L1,24,2025-11-01 02:59:00,2025-11-01 04:44:00,7,112,57,0,1,Resolved,0,-0.842,3,3
TCK-FK8WGVIC,ORD-XEFY8C0FCA,C-A06AFBO,2025-11-01 05:36:00,Address change,WhatsApp,DE-South,B2C,Medium,AG-142,Service-L2,30,2025-11-01 05:58:00,2025-11-01 07:01:00,22,85,28,0,1,Resolved,0,0.146,3,4
TCK-322EAD43,ORD-SI4ELA9O12,C-U9178C1,2025-11-01 06:23:00,Late status update,Chat,DE-West,SMB,Low,AG-151,Service-L1,22,2025-11-01 06:51:00,2025-11-01 08:29:00,28,126,78,0,1,Resolved,0,0.7,3,4
TCK-MPJ42XXK,ORD-J1D9FH16F7,C-SETIXW4,2025-11-01 06:40:00,Delivery instruction,Chat,CH,B2C,Low,AG-123,Billing,25,2025-11-01 07:43:00,2025-11-01 08:48:00,63,128,29,0,1,Resolved,0,0.142,3,4
TCK-XYPBTDI7,ORD-G8FBB46JMM,C-WKQXJEX,2025-11-01 10:57:00,Damaged item,WhatsApp,DE-West,B2C,Critical,AG-128,Service-L1,22,2025-11-01 11:15:00,2025-11-01 13:25:00,18,148,100,0,0,Resolved,1,-0.0,4,3
TCK-RQ9W96G1,ORD-NVU0KYN2RX,C-9KA6SX3,2025-11-01 18:58:00,Damaged item,Web form,CH,B2C,Low,AG-145,Service-L2,25,2025-11-01 19:38:00,2025-11-01 21:49:00,40,171,77,0,1,Resolved,0,0.381,3,4
TCK-LX5YG90S,ORD-4DV21YCRJV,C-OQTV6KJ,2025-11-01 23:55:00,Delivery instruction,Chat,DE-North,B2C,Medium,AG-122,Billing,32,2025-11-02 00:09:00,2025-11-02 01:13:00,14,78,32,0,1,Resolved,1,0.643,4,3
TCK-67DHEB43,ORD-W3WKDD1HLP,C-AJKZNL8,2025-11-02 00:47:00,Product info,Phone,DE-West,B2C,Low,AG-134,Service-L1,21,2025-11-02 01:12:00,2025-11-02 01:59:00,25,72,35,0,1,Resolved,0,-0.208,3,3
TCK-JSLBGF7Y,ORD-6G2ETWM5TU,C-5D9WO2J,2025-11-02 01:46:00,Return request,Web form,DE-East,B2C,High,AG-120,Service-L1,20,2025-11-02 01:53:00,2025-11-02 05:29:00,7,223,114,1,1,Resolved,0,-0.001,4,3
TCK-HUADCKPH,ORD-Y13T120LU3,C-IMAVEQG,2025-11-02 01:53:00,Late status update,WhatsApp,DE-North,B2C,High,AG-152,Service-L1,17,2025-11-02 01:59:00,2025-11-02 03:28:00,6,95,54,1,1,Resolved,0,-0.488,4,3
TCK-FP9AMFGJ,ORD-WC5PGDSMSD,C-MSDS4VE,2025-11-02 02:46:00,Late status update,Email,DE-South,SMB,Low,AG-114,Billing,23,2025-11-02 03:10:00,2025-11-02 04:16:00,24,90,24,0,1,Resolved,0,0.084,3,4
TCK-G4543RGJ,ORD-09EAMMVE4M,C-6LKG8V3,2025-11-02 05:39:00,Damaged item,WhatsApp,DE-South,B2C,Low,AG-108,Service-L1,23,2025-11-02 05:58:00,2025-11-02 07:20:00,19,101,62,1,1,Resolved,0,-0.787,4,3
TCK-O32QOF21,ORD-HY6MI0WOAL,C-ZGR1MEY,2025-11-02 13:03:00,Account access,Chat,DE-West,B2C,Low,AG-134,Service-L1,29,2025-11-02 13:48:00,2025-11-02 18:43:00,45,340,161,0,1,Resolved,0,-0.244,4,3
TCK-KNBLWG4U,ORD-ZJPYMA41KB,C-4VBIE2H,2025-11-02 17:23:00,Product info,Chat,DE-South,SMB,Low,AG-141,Returns,20,2025-11-02 17:34:00,2025-11-02 19:04:00,11,101,50,0,1,Resolved,0,-0.257,3,3
TCK-UNIVAKQ8,ORD-X5RII8ZLAR,C-YPJY7IB,2025-11-02 17:43:00,Return request,Web form,DE-North,B2C,Low,AG-140,Billing,19,2025-11-02 18:14:00,2025-11-02 19:54:00,31,131,73,0,1,Resolved,1,-0.1,4,3
TCK-5B24XK3C,ORD-B8H61BDXFX,C-YIRH5WY,2025-11-02 19:12:00,Return request,Chat,DE-West,SMB,Low,AG-135,Service-L1,22,2025-11-02 19:34:00,2025-11-02 21:45:00,22,153,60,0,0,Partially resolved,0,0.261,3,3
TCK-J20MRG7U,ORD-BFYNZI22DV,C-GZ22IDX,2025-11-03 00:12:00,Late status update,WhatsApp,DE-South,B2C,Medium,AG-108,Service-L1,29,2025-11-03 00:30:00,2025-11-03 01:48:00,18,96,58,0,1,Resolved,0,0.045,3,4
TCK-CTSGTCKY,ORD-FSE5H778KY,C-C8YBEDM,2025-11-03 01:48:00,Product info,Web form,DE-West,B2C,Low,AG-151,Service-L1,26,2025-11-03 02:20:00,2025-11-03 03:39:00,32,111,50,0,1,Resolved,0,0.476,3,4
TCK-FZGNPWSX,ORD-28WPRM4TZ3,C-Z5QZ5R3,2025-11-03 03:04:00,Return request,Phone,DE-South,SMB,High,AG-106,Returns,21,2025-11-03 03:27:00,2025-11-03 05:19:00,23,135,91,0,1,Resolved,0,0.508,3,4
TCK-UF6L4F29,ORD-OBNXITDQ0P,C-YE3E797,2025-11-03 03:04:00,Product info,Chat,DE-North,SMB,High,AG-138,Service-L1,32,2025-11-03 03:16:00,2025-11-03 04:45:00,12,101,30,0,1,Resolved,0,0.566,3,4
TCK-TEA8XS7P,ORD-53HJKIVJPE,C-6MQV6P7,2025-11-03 03:28:00,Damaged item,Phone,DE-West,B2C,Low,AG-140,Service-L1,31,2025-11-03 03:59:00,2025-11-03 05:04:00,31,96,44,0,1,Resolved,0,0.097,3,4
TCK-EL3GUXNT,ORD-CCHYPLVQK2,C-ZIUS50K,2025-11-03 04:25:00,Product info,Email,DE-West,B2C,High,AG-145,Service-L1,23,2025-11-03 04:48:00,2025-11-03 07:38:00,23,193,31,0,1,Resolved,0,-0.437,3,3
TCK-U08IY3J6,ORD-L8U952NQV2,C-O6HSFGK,2025-11-03 10:06:00,Damaged item,Email,DE-West,B2C,High,AG-101,Service-L2,26,2025-11-03 10:25:00,2025-11-03 12:11:00,19,125,85,0,0,Resolved,0,0.478,3,4
TCK-GFH6RH69,ORD-QFGDMDIJU5,C-0OOSNMC,2025-11-03 14:36:00,Missing item,Chat,DE-South,SMB,Critical,AG-152,TechSupport,19,2025-11-03 14:46:00,2025-11-03 15:41:00,10,65,41,0,0,Partially resolved,1,-0.349,4,2
TCK-4YNSO5KG,ORD-IJ3YIP68I7,C-C9L8BY7,2025-11-03 17:03:00,Damaged item,Chat,CH,SMB,Medium,AG-109,TechSupport,30,2025-11-03 17:21:00,2025-11-03 19:26:00,18,143,89,0,0,Resolved,1,0.032,4,3
TCK-1YF69X92,ORD-R37ZDNZNFQ,C-FRD0H7D,2025-11-04 00:54:00,Damaged item,Chat,DE-East,B2C,Medium,AG-112,Service-L1,22,2025-11-04 01:13:00,2025-11-04 02:16:00,19,82,31,0,1,Resolved,0,-0.104,3,3
TCK-PVS56LA2,ORD-XXCC6NR9HW,C-CU0F183,2025-11-04 01:07:00,Delivery instruction,Phone,DE-West,SMB,Low,AG-145,Service-L1,35,2025-11-04 01:41:00,2025-11-04 04:38:00,34,211,60,1,1,Resolved,1,0.354,5,3
TCK-OPNZ0XOU,ORD-SG8819Q4I0,C-Z745J2R,2025-11-04 02:51:00,Billing dispute,Email,DE-North,SMB,Low,AG-109,Service-L1,19,2025-11-04 03:27:00,2025-11-04 05:15:00,36,144,94,0,0,Resolved,1,-0.429,4,3
TCK-0KLOBPEX,ORD-LLHJI5QTL8,C-VGYA90H,2025-11-04 04:23:00,Wrong item,Email,DE-East,SMB,Low,AG-118,Service-L2,25,2025-11-04 04:58:00,2025-11-04 09:05:00,35,282,175,1,0,Resolved,1,0.453,5,3
TCK-7AZT5RI4,ORD-DYKBG4F7F7,C-BXTV7I9,2025-11-04 06:41:00,Damaged item,Phone,CH,B2C,Medium,AG-114,Service-L1,24,2025-11-04 07:02:00,2025-11-04 09:55:00,21,194,105,0,1,Resolved,0,0.124,3,4
TCK-13Z82LLZ,ORD-CVDBSF75QH,C-ESSNZT1,2025-11-04 07:50:00,Missing item,Phone,AT,SMB,Low,AG-131,Service-L1,25,2025-11-04 08:05:00,2025-11-04 10:11:00,15,141,53,0,0,Resolved,0,-0.044,3,3
TCK-G3SA6P3Y,ORD-T5H6MAMCCW,C-EFKK765,2025-11-04 10:22:00,Product info,Email,DE-North,B2C,Critical,AG-151,Service-L2,20,2025-11-04 10:31:00,2025-11-04 12:31:00,9,129,43,0,1,Resolved,0,-0.18,3,3
TCK-EVMTXAB3,ORD-5DIP3L8D6C,C-V8Z6M86,2025-11-05 00:39:00,Late status update,Phone,DE-North,B2C,High,AG-145,Billing,22,2025-11-05 01:02:00,2025-11-05 02:31:00,23,112,59,0,1,Resolved,0,0.21,3,4
TCK-E4M4JNJP,ORD-GAZKIKRPWX,C-N74C362,2025-11-05 02:35:00,Address change,Web form,DE-North,SMB,Medium,AG-124,Service-L1,17,2025-11-05 02:56:00,2025-11-05 04:14:00,21,99,56,0,1,Resolved,1,0.131,4,3
TCK-5XS69UBS,ORD-HQVHCRYS39,C-9MQUH71,2025-11-05 02:43:00,Missing item,Phone,DE-West,B2C,Low,AG-151,Service-L2,23,2025-11-05 03:53:00,2025-11-05 05:47:00,70,184,74,1,0,Resolved,0,0.126,5,3
